Date,Temp,MinTemp,MaxTemp,Press,MinPress,MaxPress,Humid,MinHumid,MaxHumid,Dew,MinDew,MaxDew,WindSpd,Gust,WindDir,Rad,Rain
2000-08-25,24.162499999999998,19.3,30.2,887.4541666666668,885.2,889.9,37.458333333333336,23.0,51.0,8.354166666666666,6.2,10.8,59.616,9.4,75.08333333333333,669.5833333333334,0.0
2000-08-26,26.004166666666666,19.5,32.6,886.0791666666668,883.6,887.8,31.75,17.0,51.0,7.258333333333333,4.2,9.5,45.36,8.1,205.375,805.4583333333334,0.0
2000-08-27,25.141666666666666,19.1,30.7,884.5541666666667,882.2,886.4,37.333333333333336,25.0,56.0,9.179166666666667,6.4,11.4,45.36,7.8,272.2916666666667,479.0416666666667,0.0
2000-08-28,24.816666666666666,20.5,31.0,883.5208333333334,881.2,885.1,46.958333333333336,27.0,63.0,12.325000000000001,9.6,15.4,84.24000000000001,13.0,312.2916666666667,814.6666666666666,0.0
2000-08-29,16.733333333333334,14.8,24.7,887.1374999999999,883.6,889.7,92.25,51.0,98.0,15.329166666666666,13.7,16.4,75.16799999999999,11.2,161.04166666666666,84.0,52.4
2000-08-30,17.991666666666667,14.6,24.2,888.5833333333334,886.6,890.7,80.70833333333333,58.0,97.0,14.424999999999999,12.5,16.4,60.912000000000006,7.7,103.625,519.6666666666666,0.2
2000-08-31,21.545833333333334,16.8,28.1,887.7333333333332,885.4,890.0,68.375,40.0,89.0,14.883333333333333,12.5,16.1,68.688,8.4,94.04166666666667,954.75,0.0
2000-09-01,19.729166666666668,15.9,29.2,812.7708333333334,885.2,888.5,66.54166666666667,43.0,92.0,14.424999999999999,12.9,18.3,60.912000000000006,8.4,89.04166666666667,513.2916666666666,10.2
2000-09-02,18.4,15.9,20.9,368.70416666666665,885.2,885.6,36.416666666666664,43.0,93.0,7.433333333333334,12.9,19.0,37.583999999999996,5.9,18.041666666666668,45.666666666666664,0.0
2000-09-03,19.95,15.9,24.0,147.7875,885.2,887.1,10.625,43.0,68.0,2.3625000000000003,12.9,14.6,37.583999999999996,5.9,18.041666666666668,45.666666666666664,0.0
2000-09-04,19.95,15.9,24.0,147.7875,885.2,887.1,10.625,43.0,68.0,2.3625000000000003,12.9,14.6,37.583999999999996,5.9,18.041666666666668,45.666666666666664,0.0
2000-09-05,19.8875,15.9,26.8,887.125,885.2,889.3,74.45833333333333,43.0,97.0,14.829166666666666,12.9,16.5,67.39200000000001,8.2,106.54166666666667,790.4583333333334,0.0
2000-09-06,20.724999999999998,16.4,25.8,885.9375,883.4,888.1,72.83333333333333,52.0,88.0,15.525,14.1,17.8,69.98400000000001,11.9,180.0,620.1666666666666,0.0
2000-09-07,19.095833333333335,16.1,26.1,885.8083333333334,883.2,887.8,82.91666666666667,49.0,97.0,15.875,13.8,18.0,58.32,8.4,188.29166666666666,637.6666666666666,8.8
2000-09-08,19.2,16.9,23.1,885.7958333333332,883.7,887.8,84.0,64.0,97.0,16.266666666666666,15.3,17.2,60.912000000000006,7.9,50.5,574.6666666666666,7.6
2000-09-09,19.900000000000002,16.2,27.0,886.2291666666666,884.0,888.3,79.58333333333333,48.0,97.0,15.887500000000001,12.4,17.4,59.616,7.4,121.125,697.0833333333334,23.0
2000-09-10,22.9,18.9,26.9,850.1041666666666,884.1,889.0,79.66666666666667,42.0,97.0,15.629166666666668,13.5,17.6,60.912000000000006,8.4,131.20833333333334,720.2083333333334,2.0
2000-09-11,22.679166666666664,18.9,27.8,886.0583333333334,884.1,888.1,65.58333333333333,42.0,91.0,15.441666666666668,13.5,18.1,62.208000000000006,9.6,92.875,887.5833333333334,0.0
2000-09-12,23.191666666666666,19.1,28.4,885.7916666666666,883.7,888.3,57.375,38.0,71.0,14.041666666666666,12.3,16.2,55.728,8.3,71.625,877.7916666666666,0.0
2000-09-13,19.683333333333334,17.2,28.4,776.3625000000001,886.2,889.4,58.458333333333336,45.0,92.0,13.645833333333334,13.2,18.5,53.136,9.0,137.66666666666666,679.2083333333334,8.0
2000-09-14,21.099999999999998,17.2,26.9,888.3958333333334,886.2,890.2,73.375,45.0,94.0,15.779166666666667,13.2,17.7,54.432,10.5,120.875,778.6666666666666,5.4
2000-09-15,21.979166666666668,18.4,27.2,888.0416666666666,886.0,889.8,69.375,47.0,88.0,15.795833333333334,14.0,17.1,59.616,8.6,128.79166666666666,816.6666666666666,0.4
2000-09-16,23.175,19.3,28.8,888.0166666666668,886.3,889.9,62.375,37.0,86.0,15.108333333333334,12.2,17.6,62.208000000000006,8.5,92.0,935.75,0.0
2000-09-17,23.679166666666664,18.8,28.8,888.3708333333334,886.9,890.3,54.208333333333336,34.0,75.0,13.491666666666667,10.9,15.1,66.096,8.6,90.16666666666667,975.0,0.0
2000-09-18,23.09166666666667,18.3,28.3,889.1458333333334,887.8,890.9,52.416666666666664,32.0,70.0,12.441666666666668,9.8,14.0,88.128,10.5,98.95833333333333,1052.6666666666667,0.0
2000-09-19,21.46666666666667,16.4,27.8,852.5625,887.5,891.7,49.041666666666664,29.0,72.0,10.9,7.0,13.3,85.536,10.8,98.95833333333333,1087.6666666666667,0.0
2000-09-20,21.870833333333334,16.4,27.5,888.8708333333334,887.5,890.9,49.875,29.0,69.0,10.566666666666666,7.0,12.7,84.24000000000001,11.2,92.04166666666667,1100.375,0.0
2000-09-21,21.991666666666664,16.7,27.3,888.1458333333334,887.0,889.7,46.083333333333336,27.0,64.0,9.275,6.2,12.0,73.872,10.6,91.58333333333333,1101.7916666666667,0.0
2000-09-22,21.933333333333334,15.1,28.2,888.4958333333334,886.7,890.8,41.916666666666664,24.0,64.0,7.716666666666666,4.8,10.5,59.616,8.0,113.04166666666667,1088.7916666666667,0.0
2000-09-23,22.962500000000002,16.9,28.6,886.7291666666666,884.2,888.7,37.416666666666664,22.0,62.0,6.825,4.0,9.9,63.504000000000005,8.6,84.54166666666667,1089.7916666666667,0.0
